state_code,county_code,no_exercise,few_fruit_veg,obesity,high_blood_pres,smoker,diabetes,uninsured,prim_care_phys_rate,dentist_rate,community_health_center_ind
23,3,30.4,74.3,25.4,24.6,24.3,10.0,8298,80.6,31.4,1
23,5,17.0,68.6,16.6,20.3,18.9,5.6,15057,159.3,64.4,1
23,7,18.6,68.9,22.0,24.6,20.1,9.3,3138,104.4,30.3,1
23,9,21.3,68.5,17.7,25.1,22.5,5.8,5584,111.8,42.9,1
23,11,22.8,76.0,24.7,23.4,21.9,7.1,10765,109.9,52.1,1
23,13,20.7,68.9,21.0,21.0,19.3,6.8,3204,97.0,55.8,1
23,15,20.0,67.8,16.8,27.7,17.2,4.3,2980,116.3,39.7,1
23,17,26.3,71.9,23.0,24.3,27.0,7.4,5608,51.2,28.3,1
23,19,23.7,76.9,22.6,23.5,24.5,8.5,14259,94.5,42.2,1
23,21,24.0,71.1,24.2,23.4,28.1,7.2,1875,96.2,45.3,1
23,23,19.4,74.8,19.9,23.1,18.8,5.6,3259,70.3,37.9,1
23,25,30.7,76.7,23.2,29.8,26.5,9.8,6049,77.4,27.1,1
23,27,23.7,73.4,25.9,24.2,22.4,7.0,4000,64.6,23.3,2
23,29,32.9,72.5,25.0,32.4,27.5,6.6,5213,62.8,26.9,1
23,31,22.3,71.4,20.7,24.2,21.8,6.9,11695,56.3,30.2,1
24,1,28.2,75.2,25.2,32.9,25.3,8.8,8463,82.8,53.0,1
24,3,20.1,71.5,23.3,28.2,22.4,7.5,55250,90.6,56.0,1
24,5,23.4,72.0,20.8,26.2,22.2,6.5,75009,138.1,67.3,1
24,9,20.4,70.3,22.4,27.1,20.2,5.7,8281,61.4,28.4,2
24,11,34.1,78.7,27.3,32.6,26.6,8.8,4689,37.7,22.0,1
24,13,20.6,70.6,19.3,27.4,20.8,5.8,11235,64.1,46.3,2
24,15,27.0,73.4,25.8,26.0,27.2,6.4,10374,31.7,27.6,2
24,17,22.4,75.2,26.5,23.8,21.1,4.9,13445,44.7,33.9,1
24,19,31.3,70.5,26.4,29.0,25.1,9.7,4525,57.3,28.7,1
24,21,20.9,70.9,21.4,21.3,20.0,6.0,16001,63.0,49.8,1
24,23,28.6,74.3,25.6,25.9,18.4,8.6,4264,46.8,30.1,1
24,25,22.2,72.5,22.3,25.6,20.4,7.2,21006,68.1,42.6,2
24,27,15.5,73.5,16.4,19.8,13.7,4.5,27881,214.5,63.8,1
24,29,27.2,,23.1,30.6,19.9,10.4,2402,110.6,30.2,2
24,31,18.0,66.8,15.3,22.4,11.9,5.2,104529,197.3,101.2,1
24,33,24.6,72.1,25.5,26.2,17.8,8.3,122762,78.2,50.7,1
24,35,25.1,74.1,21.9,30.1,19.4,6.7,3951,26.3,17.5,2
24,37,21.8,73.0,25.6,25.1,21.1,6.1,10250,60.1,32.1,1
24,39,41.2,,32.4,29.7,30.6,10.4,3610,54.2,23.2,1
24,41,22.2,73.5,20.0,30.1,18.0,9.0,3249,131.7,64.5,1
24,43,27.2,73.0,22.4,29.4,23.3,7.4,12901,64.8,39.5,1
24,45,25.0,70.2,25.0,28.4,24.0,8.3,12283,99.6,48.7,1
24,47,23.0,74.7,24.6,40.4,21.9,10.2,6022,57.4,45.1,1
24,510,28.6,72.9,28.0,29.5,27.8,9.6,110491,188.6,45.6,1
25,1,16.0,65.6,15.0,30.5,16.8,6.7,18135,101.5,69.3,1
25,3,21.4,68.8,19.8,23.3,21.8,6.8,11604,129.7,59.2,1
25,5,26.6,76.4,23.2,27.7,24.0,7.0,48544,55.1,40.1,1
25,7,20.8,,9.9,,13.3,4.2,1449,115.4,51.3,1
25,9,23.9,70.2,18.7,23.8,18.7,6.1,74495,80.0,60.7,1
25,11,19.8,69.9,22.8,29.4,21.6,5.4,6164,70.5,45.6,1
25,13,27.2,72.9,21.7,25.9,22.0,8.1,59589,88.6,54.4,1
25,15,17.6,65.0,14.1,19.2,18.2,4.7,12632,157.8,47.0,1
25,17,18.7,69.3,15.5,21.7,15.1,5.2,112192,158.7,76.6,1
25,19,,,12.4,,,2.1,617,49.2,39.3,2
25,21,18.6,70.1,15.4,23.8,15.9,5.0,40219,173.8,97.0,1
25,23,21.6,73.0,20.1,25.8,21.6,7.1,38346,64.8,51.8,1
25,25,26.4,72.8,17.8,20.6,19.8,5.6,91815,293.7,76.7,1
25,27,23.8,71.5,21.9,24.4,21.0,6.3,75796,130.9,45.7,1
26,1,,,,,,10.3,1571,34.3,8.6,1
26,3,,,,,,,1023,62.1,41.4,2
26,5,19.9,82.5,22.5,23.5,27.7,6.7,10617,30.9,20.3,1
26,7,28.3,78.9,31.9,,33.1,8.4,3326,88.7,46.0,1
26,9,25.7,78.3,19.9,,22.7,6.2,2652,20.5,28.7,1
26,11,,,,,,9.0,2235,29.1,40.8,1
26,13,,,,,,,857,57.2,34.3,2
26,15,20.1,81.4,23.4,30.1,25.6,9.0,4432,45.1,23.4,2
26,17,23.3,80.9,27.1,32.6,19.9,9.2,12283,45.9,43.1,1
26,19,18.2,,,,,10.3,1731,45.3,22.7,2
26,21,24.0,76.7,24.6,36.0,24.5,6.0,21367,77.5,40.0,1
26,23,26.8,82.5,28.4,,30.8,6.7,5805,36.6,34.4,2
26,25,25.6,76.7,27.8,32.5,30.6,10.0,16779,56.0,51.0,1
26,27,24.5,85.1,23.7,,28.0,10.7,5980,7.7,15.4,2
26,29,13.9,,25.2,,23.2,11.1,2523,74.8,44.9,1
26,31,25.2,87.7,24.0,,,4.5,3395,43.7,36.4,2
26,33,19.1,,22.3,,26.7,7.3,4617,61.9,49.0,1
26,35,26.7,,,,29.3,10.9,4652,28.4,19.0,2
26,37,21.7,78.5,25.8,26.5,19.2,7.8,5240,27.4,26.0,2
26,39,,,,,,10.3,1973,59.7,33.2,1
26,41,25.8,,30.3,,23.3,8.9,3689,67.8,49.5,2
26,43,28.5,,20.7,,22.0,8.6,2241,82.0,57.1,2
26,45,18.8,77.6,25.3,28.5,26.4,5.7,10989,38.2,55.9,2
26,47,18.8,78.1,,17.3,,6.2,2857,119.1,89.3,2
26,49,25.0,78.8,26.6,27.8,26.1,8.7,57198,102.7,50.2,1
26,51,,,29.6,,,8.8,3486,33.1,22.1,2
26,53,,,,,,8.1,1944,89.0,35.6,2
26,55,17.1,79.5,21.7,20.9,27.5,4.5,7129,119.1,79.8,2
26,57,20.7,81.5,28.8,23.9,29.8,9.6,4609,63.8,30.7,1
26,59,23.8,81.5,33.1,,27.7,10.9,5299,31.9,23.4,2
26,61,19.7,,24.1,,12.2,10.7,3808,86.8,47.6,1
26,63,19.1,,26.6,,24.9,4.6,3642,49.1,31.8,2
26,65,21.3,77.0,23.7,24.0,23.2,6.9,33302,105.9,58.9,1
26,67,24.6,82.0,23.8,22.8,28.2,9.0,5596,21.7,27.9,1
26,69,28.9,87.3,30.5,,,11.1,3342,33.3,33.3,1
26,71,,,,,,3.2,1284,48.8,40.7,1
26,73,20.0,,21.5,22.0,27.4,4.4,7164,41.1,35.1,2
26,75,20.0,76.7,26.5,30.1,24.1,9.3,16732,42.8,40.3,1
26,77,18.7,74.3,20.8,23.6,17.9,6.0,24468,121.4,57.0,1
26,79,11.3,,13.9,,,4.4,2049,17.4,17.4,2
26,81,19.1,78.6,21.5,23.9,21.8,6.6,60031,96.2,51.5,1
26,83,,,,,,,220,0.0,45.6,2
26,85,,,,,,9.9,1811,0.0,24.9,1
26,87,25.1,77.7,24.6,18.3,28.8,7.2,9032,22.5,27.8,1
26,89,15.5,,18.1,,13.3,12.6,1917,22.6,27.1,1
26,91,25.7,78.8,26.1,30.0,20.8,9.0,10721,42.1,36.3,2
26,93,16.9,77.8,21.3,15.8,20.5,6.0,11834,34.7,40.8,2
26,95,,,,,,,894,73.6,29.5,2
26,97,,,,,,11.0,1682,70.6,44.1,1
26,99,23.3,79.9,23.3,26.4,24.7,7.1,67555,53.9,61.7,1
26,101,23.1,,,,,8.3,2895,47.6,39.6,1
26,103,21.0,69.7,22.0,25.1,18.0,7.4,5577,129.7,58.7,1
26,105,21.4,,32.9,,22.8,5.8,3637,41.4,31.0,2
26,107,21.6,,24.6,,27.9,7.7,5071,56.6,37.7,2
26,109,25.5,84.9,,19.1,21.8,8.4,2389,32.0,48.0,1
26,111,17.0,73.7,23.1,22.3,20.7,8.7,7721,101.1,53.5,2
26,113,,,,,,9.4,1935,19.6,13.1,2
26,115,21.8,84.0,26.0,30.7,24.4,7.1,13943,35.1,25.3,1
26,117,26.3,86.6,32.9,29.7,25.5,9.5,7496,21.9,26.6,2
26,119,,,,,,7.7,1341,28.7,19.1,1
26,121,25.4,79.3,24.9,24.6,30.7,8.7,20098,55.8,42.2,1
26,123,23.2,,24.0,,26.2,7.5,6252,44.0,26.0,1
26,125,18.5,75.4,21.3,26.5,18.9,7.0,104800,174.2,81.3,1
26,127,,,25.0,,,12.1,4193,17.6,38.6,1
26,129,27.7,,29.8,,,9.3,3096,59.3,32.0,1
26,131,,,,,,,843,40.7,27.2,1
26,133,,90.6,20.8,,,7.6,2925,16.8,21.1,2
26,135,,,,,,3.9,1459,0.0,21.5,2
26,137,24.0,,,,22.9,4.6,2414,64.9,48.7,2
26,139,16.5,78.0,19.5,26.7,17.9,5.6,20709,51.3,41.9,1
26,141,,,,,,,1527,20.9,27.9,1
26,143,31.6,83.9,31.7,,23.2,13.1,3590,34.5,34.5,1
26,145,25.7,81.3,31.8,30.2,21.9,9.5,29913,97.4,56.2,1
26,147,20.9,79.4,25.2,30.8,31.1,7.3,15833,44.9,47.3,1
26,149,26.6,77.8,35.9,26.7,27.5,12.5,8141,52.4,31.8,2
26,151,27.7,84.6,28.6,,32.5,5.0,5478,33.5,31.3,2
26,153,,,,,,,1152,68.0,45.4,2
26,155,26.5,83.8,25.8,26.3,24.2,7.4,7384,31.5,34.3,2
26,157,26.9,78.5,30.5,,22.8,5.2,6615,25.7,30.8,1
26,159,25.7,79.5,23.8,26.5,23.3,6.4,10781,64.7,30.5,1
26,161,16.4,69.7,20.3,19.6,14.8,5.4,28198,241.0,96.8,1
26,163,27.9,78.4,29.2,30.3,26.3,9.8,292034,85.6,47.9,1
26,165,25.8,,23.1,,27.0,6.1,3845,87.8,40.8,2
27,1,13.5,,,,19.6,8.7,1941,80.4,30.9,2
27,3,17.0,79.5,24.6,20.2,23.9,5.7,23312,57.7,39.5,2
27,5,21.7,76.2,29.8,,23.3,6.7,3686,75.3,34.5,2
27,7,22.8,78.8,23.1,22.5,35.5,5.7,6347,77.0,35.0,1
27,9,17.0,86.8,30.3,22.2,15.9,2.4,2889,36.4,20.8,2
27,11,,,,,,,629,146.0,18.2,2
27,13,15.4,78.5,23.2,24.2,21.2,5.5,4420,98.2,60.3,2
27,15,17.9,80.3,26.0,,27.8,10.0,1747,79.1,41.5,2
27,17,14.7,75.0,19.9,,27.9,7.6,2827,61.7,55.8,2
27,19,12.6,77.7,22.0,16.2,14.9,2.3,4324,88.4,22.4,2
27,21,18.8,75.2,26.8,34.2,22.2,7.6,4119,41.5,20.8,2
27,23,,,,,,7.9,1283,70.3,31.2,1
27,25,17.3,85.3,24.6,22.6,26.3,5.2,3222,54.7,28.3,2
27,27,20.5,81.6,22.5,21.2,20.6,3.9,4938,20.4,33.4,1
27,29,,,,,,4.0,1350,59.0,47.2,2
27,31,,,,,,,484,111.8,37.3,1
27,33,13.6,,,,,3.0,1394,93.0,42.3,2
27,35,22.7,79.8,23.4,34.6,21.6,7.2,5407,86.8,48.4,2
27,37,14.5,77.1,21.0,19.6,17.9,5.0,27540,76.6,45.9,2
27,39,,,,,15.1,2.7,1526,35.7,15.3,1
27,41,17.2,76.8,20.9,22.2,18.3,7.3,2668,108.1,45.5,2
27,43,22.2,,23.4,,19.3,7.6,1810,45.1,51.6,2
27,45,11.6,,9.2,17.6,17.4,3.6,1899,37.4,37.4,2
27,47,21.3,81.7,24.1,29.6,25.7,6.9,3258,65.7,40.7,2
27,49,14.2,73.4,20.6,25.8,26.3,3.4,3092,94.3,57.0,2
27,51,,,,,,,663,0.0,16.4,2
27,53,14.8,73.4,18.2,20.1,19.2,4.3,97558,145.0,75.2,1
27,55,16.6,,18.0,18.4,23.6,5.4,1485,45.1,35.1,2
27,57,21.3,77.6,29.2,,23.2,9.7,2602,106.0,31.8,2
27,59,20.6,83.2,23.4,15.3,26.6,5.1,2432,85.0,23.9,2
27,61,11.9,76.6,21.4,21.7,25.0,8.3,5098,90.1,49.6,1
27,63,15.5,,,,,6.5,1126,26.8,44.7,2
27,65,,,,,,9.5,1663,80.2,37.0,2
27,67,17.5,80.3,25.2,27.9,23.3,6.6,4681,114.1,60.7,2
27,69,,,,,,,565,20.9,62.6,2
27,71,30.4,82.9,20.7,,21.1,8.4,1628,71.9,43.1,1
27,73,,,,,,,603,78.9,39.5,2
27,75,21.8,,20.7,,15.7,8.8,920,98.6,35.9,2
27,77,,,,,,,580,67.9,0.0,2
27,79,18.7,,23.3,,21.0,4.2,2084,10.9,50.9,2
27,81,,,,,,,775,99.2,33.1,2
27,83,20.5,,28.0,,12.3,4.5,2394,61.3,44.9,2
27,85,16.4,77.3,25.4,25.9,18.2,6.3,3148,84.6,49.1,2
27,87,,,,,,,882,39.1,19.6,2
27,89,,,,,,3.7,1127,20.1,20.1,2
27,91,24.1,,24.5,,22.0,5.3,2044,109.5,47.6,2
27,93,24.6,84.0,25.5,,21.9,5.1,2104,51.3,30.0,2
27,95,22.2,86.4,19.8,,26.9,7.0,2359,81.8,31.2,2
27,97,20.1,72.0,24.2,22.7,23.8,7.0,3807,64.0,30.5,2
27,99,14.7,72.7,25.8,31.3,18.7,5.9,3573,74.7,49.0,2
27,101,,,,,,5.9,981,22.6,22.6,2
27,103,12.9,72.2,23.5,23.0,15.7,3.3,2176,87.5,45.4,2
27,105,14.9,,,,15.4,4.7,2722,117.0,39.0,2
27,107,,,,,,,885,14.3,85.7,1
27,109,14.1,70.0,21.9,21.4,14.6,3.5,9345,454.2,73.2,1
27,111,23.9,85.9,23.5,31.4,19.8,5.5,6532,55.5,43.4,2
27,113,19.0,,,20.4,20.3,5.4,1273,80.8,44.1,2
27,115,24.7,,25.6,,25.8,9.5,3445,45.6,21.1,2
27,117,,,,,,8.2,875,53.1,63.7,2
27,119,24.7,,33.2,,26.0,8.6,3534,45.0,41.8,2
27,121,12.7,,,,12.7,8.0,1104,80.0,35.5,2
27,123,17.6,73.6,21.3,21.2,20.6,4.7,54631,143.5,61.8,1
27,125,,,,,,,328,0.0,23.2,2
27,127,,,13.2,,,7.0,1684,49.9,37.4,2
27,129,16.9,81.4,,,21.4,11.6,1599,29.8,47.7,1
27,131,15.4,75.7,24.6,27.4,23.9,5.2,5085,85.3,39.4,2
27,133,,,,,,,844,126.1,31.5,2
27,135,13.5,,,,,6.7,1288,48.5,42.4,2
27,137,16.9,76.4,18.5,24.2,21.5,6.0,17425,135.9,68.0,1
27,139,13.9,77.5,21.0,17.0,16.1,3.5,7736,65.1,25.0,2
27,141,20.4,76.0,24.1,19.6,17.3,6.2,5245,31.8,20.8,2
27,143,,,,,,7.1,1732,32.8,32.8,2
27,145,16.1,77.1,18.9,18.9,18.5,3.9,10602,111.5,58.2,2
27,147,21.7,74.4,16.3,20.5,17.2,4.8,2688,97.9,50.3,2
27,149,,,,,,7.0,622,81.4,40.7,2
27,151,,,,,,10.5,1125,61.8,44.2,2
27,153,17.4,84.2,29.7,,23.8,6.9,3627,73.2,24.4,2
27,155,,,,,,,450,0.0,26.2,2
27,157,13.5,,,,16.9,7.3,1874,81.1,45.0,2
27,159,,,,,,6.6,1741,65.9,44.0,2
27,161,11.2,,15.0,,,5.5,1519,77.6,41.4,2
27,163,15.1,73.9,20.2,22.2,20.2,4.6,15546,111.6,45.8,1
27,165,,,,,,4.8,1723,35.6,44.5,2
27,167,,,,,,,509,0.0,58.8,1
27,169,21.4,72.8,21.5,25.9,17.4,4.6,4418,62.9,52.8,2
27,171,16.9,79.9,24.5,25.6,24.8,2.9,6859,46.1,25.3,2
27,173,,,,,,7.1,1160,76.6,57.4,2
28,1,30.1,80.5,28.2,47.1,25.3,12.2,6579,102.8,46.7,1
28,3,33.3,74.4,24.1,30.8,25.9,8.9,4619,42.5,51.0,1
28,5,29.6,81.8,34.5,,25.3,9.6,2428,7.4,0.0,1
28,7,30.8,87.3,28.4,,18.5,11.4,3843,61.4,30.7,1
28,9,,,,,,12.0,1535,12.7,0.0,1
28,11,31.3,82.8,34.0,35.6,21.9,10.4,9135,49.2,31.1,1
28,13,36.7,86.4,29.7,,28.3,10.6,2365,41.0,20.5,2
28,15,29.4,86.9,28.9,,,8.1,1876,38.5,9.6,1
28,17,34.4,85.1,30.0,,26.4,11.9,3426,36.5,20.9,1
28,19,,,21.6,,22.2,9.2,1609,31.3,31.3,2
28,21,32.3,,,,12.4,7.7,2261,17.4,17.4,1
28,23,37.9,,29.8,,17.3,12.5,2909,17.0,17.0,1
28,25,31.1,,32.7,,21.1,9.7,3641,47.1,18.8,2
28,27,27.8,83.8,27.0,,26.9,9.1,7180,65.5,34.5,1
28,29,36.7,78.4,35.7,33.6,27.1,7.6,5527,48.0,17.1,1
28,31,30.6,85.7,24.6,,28.9,10.6,3987,29.6,19.7,1
28,33,29.6,85.4,24.6,26.6,26.2,8.0,12967,33.6,18.2,2
28,35,31.1,82.1,28.1,29.6,22.2,6.6,12631,158.5,62.6,1
28,37,,,,,,10.6,1497,35.7,11.9,2
28,39,32.6,85.6,31.1,,26.2,8.5,3006,28.2,18.8,2
28,41,,,,,,14.8,1831,30.3,7.6,1
28,43,38.0,89.6,27.0,,32.1,14.9,3612,61.2,39.4,2
28,45,31.4,81.1,25.1,31.6,30.3,9.8,7124,47.1,23.5,1
28,47,29.5,80.7,26.8,29.3,28.5,10.5,30029,87.7,49.0,1
28,49,31.9,81.5,26.1,29.7,21.6,9.2,40347,118.7,68.2,1
28,51,35.5,86.0,28.9,,27.7,13.3,6020,66.4,19.0,1
28,53,,,,,,3.0,3233,38.0,0.0,1
28,55,,,,,,,589,0.0,0.0,1
28,57,37.7,86.6,28.4,,23.2,9.6,2701,34.2,25.7,1
28,59,28.1,75.9,26.1,30.4,28.2,9.6,19173,68.4,39.0,1
28,61,35.5,88.0,28.6,,20.9,10.9,3479,16.5,22.0,2
28,63,,,,,,11.3,2211,31.8,0.0,1
28,65,34.4,,27.5,,21.8,7.8,3210,7.6,22.8,1
28,67,34.2,84.4,29.9,34.7,23.0,9.4,11559,63.5,36.3,1
28,69,,,,,,8.8,2105,9.8,9.8,1
28,71,20.4,82.3,22.3,24.2,21.9,6.8,5493,80.8,29.4,2
28,73,26.0,79.7,29.2,25.4,27.1,7.2,5854,15.7,9.0,1
28,75,27.0,78.6,26.5,33.4,24.5,8.0,11880,93.2,41.4,1
28,77,37.6,84.1,35.5,,30.8,9.1,2179,29.6,29.6,1
28,79,39.1,84.6,29.0,,20.1,12.0,4269,22.3,17.8,1
28,81,33.1,77.5,25.5,35.7,19.7,9.8,10268,110.4,45.7,1
28,83,49.5,86.3,30.7,39.6,25.5,11.9,8848,54.9,30.2,2
28,85,29.3,88.0,27.1,36.0,27.8,8.4,5200,44.2,20.6,2
28,87,30.4,80.6,24.3,28.2,23.0,10.6,9560,65.1,45.1,2
28,89,21.0,80.8,25.8,21.9,16.8,5.5,9758,155.4,32.0,1
28,91,38.7,80.6,31.0,25.1,34.9,10.4,4790,59.4,23.8,1
28,93,31.3,80.6,38.6,,31.2,14.3,5981,8.4,11.2,1
28,95,34.6,83.2,28.5,41.6,25.4,9.9,5625,53.0,23.9,1
28,97,26.2,83.2,31.3,,25.3,11.9,2163,76.1,16.9,2
28,99,36.8,81.9,26.8,30.7,26.2,8.6,5412,43.5,13.4,1
28,101,28.7,82.3,28.3,,20.3,12.0,3365,26.8,26.8,2
28,103,,,30.3,,13.3,18.2,3042,24.6,24.6,1
28,105,24.4,82.0,21.9,21.3,20.0,6.0,7225,60.6,24.2,1
28,107,34.5,79.2,26.8,,25.7,11.1,6920,34.0,28.3,1
28,109,29.7,83.2,28.1,29.7,31.0,9.1,9107,32.3,11.4,2
28,111,,90.1,,,,10.3,2218,24.7,16.4,1
28,113,30.8,84.3,33.5,37.7,29.1,13.8,7769,58.3,30.4,2
28,115,42.9,82.7,29.4,30.0,24.6,11.1,3880,21.3,14.2,2
28,117,34.5,81.0,25.1,,34.2,8.9,3556,31.3,15.6,1
28,119,,,,,,15.9,2419,21.0,10.5,1
28,121,30.2,82.9,26.9,28.9,24.2,6.8,13533,101.6,36.4,1
28,123,37.5,,31.6,,26.2,12.2,6251,17.4,31.3,1
28,125,,,,,8.2,,1789,16.8,33.5,2
28,127,32.7,84.4,27.6,32.0,24.7,11.1,5107,39.4,32.2,1
28,129,38.0,,20.6,,28.4,9.6,2827,24.9,6.2,2
28,131,25.0,91.4,29.0,,30.9,5.9,2342,47.1,13.5,1
28,133,35.1,84.8,36.3,,25.2,7.4,7455,37.1,18.6,1
28,135,,93.8,,,21.7,9.0,3641,21.1,14.1,1
28,137,29.4,89.5,27.6,27.6,37.1,8.6,3524,33.9,18.8,1
28,139,29.6,84.1,32.7,,23.1,10.2,2917,28.3,18.9,1
28,141,36.4,76.5,25.1,33.8,33.3,10.6,2658,36.5,20.8,2
28,143,,,,,,11.3,2246,9.7,0.0,1
28,145,33.2,90.0,24.9,,30.8,6.1,3529,74.7,18.7,2
28,147,31.1,92.0,32.0,,23.1,12.8,3510,64.7,19.4,1
28,149,34.7,80.4,33.5,34.1,24.3,12.3,8371,75.3,40.7,1
28,151,39.5,83.0,35.7,40.8,24.6,10.2,14183,54.0,37.1,1
28,153,31.8,86.5,22.9,,23.2,9.3,3736,28.2,14.1,2
28,155,32.8,,,,23.2,8.4,1796,29.7,29.7,2
28,157,34.2,,,,18.0,7.2,1943,77.9,19.5,2
28,159,34.3,,38.9,,20.3,9.5,3244,25.2,20.1,1
28,161,36.1,82.6,24.5,,25.5,10.0,2234,14.9,29.8,2
28,163,38.8,90.5,33.6,,21.7,9.7,6373,21.3,21.3,1
29,1,23.8,80.6,20.5,21.3,18.2,6.2,2586,24.5,36.7,1
29,3,28.8,80.5,26.0,31.8,19.3,9.1,1598,0.0,213.0,1
29,5,30.4,89.2,30.1,,22.9,5.1,702,48.0,48.0,2
29,7,32.5,82.6,25.2,,22.0,8.8,2893,73.8,23.3,2
29,9,25.0,80.7,26.8,,21.7,11.5,6158,61.8,22.5,1
29,11,,,,,,,1656,7.7,23.0,2
29,13,34.7,87.2,27.7,,30.6,9.3,2385,29.4,29.4,2
29,15,32.4,,24.6,,19.4,17.8,2788,10.6,15.9,1
29,17,,,,,,9.1,1876,8.1,8.1,1
29,19,21.7,78.1,19.8,18.6,25.4,3.7,13943,191.9,47.4,1
29,21,28.9,79.9,25.2,26.7,31.7,7.6,9727,63.6,8.2,1
29,23,35.6,78.1,36.5,42.5,35.6,13.4,6726,133.0,38.7,1
29,25,38.4,89.7,25.3,,33.5,5.8,1208,10.7,10.7,1
29,27,29.7,82.0,26.8,17.5,30.7,7.2,4059,40.0,16.5,2
29,29,26.8,75.3,24.4,24.9,27.1,6.6,5119,63.4,35.5,2
29,31,25.7,80.9,24.5,26.9,20.1,8.1,5944,94.2,54.8,1
29,33,32.4,76.9,28.5,,23.3,7.3,1361,19.6,39.2,2
29,35,,,,,,,1235,0.0,16.9,1
29,37,29.8,80.9,28.9,30.2,25.7,6.0,7709,26.5,18.0,2
29,39,,,,,,5.5,2237,14.1,21.2,2
29,41,23.9,75.4,32.0,,20.5,8.5,885,0.0,12.3,1
29,43,23.5,76.3,21.0,19.6,23.9,4.0,6590,31.2,10.4,2
29,45,28.0,83.8,,,,9.4,984,0.0,13.7,1
29,47,22.3,78.9,24.2,21.7,25.1,4.9,17359,58.4,51.5,1
29,49,31.0,,22.7,,20.9,8.5,1866,33.8,29.0,2
29,51,19.1,80.2,20.9,24.6,22.5,5.9,4859,61.8,44.0,2
29,53,29.1,,25.8,,24.5,14.4,1578,52.0,34.7,2
29,55,33.1,87.8,25.3,,,5.8,3273,4.2,20.9,2
29,57,,,,,,,1111,38.3,12.8,2
29,59,,,,,,3.5,2717,6.1,18.3,2
29,61,35.0,86.6,23.1,,35.4,5.9,1449,0.0,24.6,2
29,63,41.2,,31.5,,23.5,6.9,1132,0.0,8.1,2
29,65,32.7,,29.0,,,6.4,2495,46.4,39.8,2
29,67,,,,,,5.7,2793,7.4,14.7,1
29,69,35.9,76.5,25.8,,45.4,7.2,6068,64.5,30.7,1
29,71,26.7,72.7,25.6,24.3,29.9,5.6,7218,57.5,32.3,2
29,73,30.4,,23.3,,,8.1,1340,31.8,19.1,2
29,75,33.5,83.5,26.0,,21.7,4.1,847,15.3,30.5,1
29,77,22.5,80.2,22.3,26.3,26.2,7.0,27078,106.1,56.2,1
29,79,35.7,69.5,22.2,,34.0,9.0,1368,38.7,48.4,2
29,81,32.1,72.6,30.9,,24.2,11.2,1306,33.8,45.1,2
29,83,37.4,80.0,,,23.3,10.0,2746,39.9,35.4,2
29,85,,,16.7,,,7.5,1589,0.0,10.8,2
29,87,,,22.3,,20.1,2.7,742,39.4,19.7,1
29,89,,,,,,11.6,1263,60.3,30.1,2
29,91,31.0,82.5,21.2,34.5,22.5,7.5,6883,65.1,31.3,1
29,93,,,,,,7.9,1545,48.7,9.7,1
29,95,24.7,78.9,24.6,25.8,25.8,7.8,84511,83.4,61.4,1
29,97,29.9,85.0,25.2,24.1,27.1,8.1,15710,65.1,48.8,1
29,99,26.1,78.7,19.9,24.0,31.1,5.6,19492,21.1,21.1,1
29,101,24.6,82.6,23.8,24.8,24.5,7.0,6250,49.2,29.5,2
29,103,,,,,14.2,6.6,833,0.0,24.0,1
29,105,37.9,84.4,25.8,24.1,33.7,7.6,4650,43.5,34.8,2
29,107,28.6,82.0,29.0,,15.6,12.1,3429,15.1,24.2,1
29,109,26.2,,23.5,,26.0,5.2,5599,45.8,26.9,2
29,111,31.8,76.1,29.3,,27.8,8.0,1200,9.8,19.6,1
29,113,,,,,,6.2,4039,12.6,10.5,2
29,115,36.0,81.3,24.5,,26.6,6.7,1787,38.1,22.8,2
29,117,29.8,72.1,28.3,,26.1,10.7,1514,21.0,56.0,2
29,119,25.9,,18.4,,,2.9,4550,4.4,21.9,1
29,121,27.5,75.6,25.8,25.5,23.4,8.0,1971,38.5,19.2,1
29,123,,,,,,6.0,1698,32.9,16.5,2
29,125,18.1,,,,,4.1,1269,11.1,22.2,2
29,127,29.5,80.1,24.9,30.8,26.6,8.0,2849,67.0,49.3,2
29,129,,,,,23.1,11.1,418,27.8,0.0,1
29,131,26.7,,23.9,,36.3,5.9,3592,20.2,24.3,2
29,133,,,,,,4.6,2394,22.1,29.4,2
29,135,21.6,,20.7,,,13.4,1823,6.6,26.5,2
29,137,31.2,84.7,27.0,,33.9,13.1,1024,0.0,32.0,2
29,139,,86.7,,,,9.6,1549,16.4,8.2,2
29,141,33.6,83.7,24.6,,29.3,11.9,3484,9.8,19.6,2
29,143,,,23.0,,29.5,12.7,3129,10.8,16.2,1
29,145,25.0,81.4,26.5,21.4,24.2,6.1,7793,18.0,16.2,1
29,147,25.6,83.0,25.9,35.0,18.0,6.8,1733,73.7,27.6,2
29,149,,,,,,6.7,2268,0.0,9.6,1
29,151,15.1,,16.7,,,9.9,956,14.8,14.8,2
29,153,,,,,,14.4,1939,21.1,21.1,1
29,155,44.8,,30.1,,28.8,12.9,4265,67.0,10.3,2
29,157,24.7,,25.3,,26.9,10.2,1491,43.1,32.3,2
29,159,24.4,85.3,20.3,22.8,28.4,4.5,5800,44.9,42.4,1
29,161,29.3,74.6,22.0,31.6,26.9,7.4,5632,78.3,47.5,2
29,163,25.5,76.7,24.2,,22.4,8.7,2339,10.7,21.3,2
